Benchmark,Device,Device Name,Key,Word,BlockBits,NumInputs,FilterSizeMB,PatternBitsPerWord,Skipped,FalsePositiveRate,PatternBits,HBWPeak,L2HitRate,Samples,Samples,CPU Time (sec),Noise,GPU Time (sec),Noise,Elem/s (elem/sec)
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,32,1000000000,8,20,No,0.00585014,20,0.03906243480933166,0.7131313686590705,2,17,0.03025578229411765,7.30635477555029e-05,0.030247849632711973,7.435709959689874e-05,33060201374.399044
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,32,1000000000,16,20,No,0.005797949,20,0.03911567864890638,0.7135951718266377,2,17,0.030257468764705888,3.662441637282189e-05,0.030250051947201005,4.531656840284528e-05,33057794470.7473
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,32,1000000000,32,20,No,0.005800624,20,0.0393087896515659,0.7129065363644603,2,17,0.03026566629411765,4.335837981063717e-05,0.030258138095631316,5.2986922538760496e-05,33048960145.51472
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,32,1000000000,64,20,No,0.005806821,20,0.09190970319236813,0.565909498770517,2,17,0.03108900394117647,2.9646761742585195e-05,0.031081663804895736,4.236490136498108e-05,32173309842.006847
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,32,1000000000,128,20,No,0.005808522,20,0.2682870193638471,0.3366828881598135,2,16,0.0314174619375,6.513044582637616e-05,0.03140930795669556,6.684826125649645e-05,31837696054.262436
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,32,1000000000,256,20,No,0.005817238,20,0.4061425794061438,0.22839256622837115,2,16,0.03160673425000001,9.876385948968795e-05,0.03159906804561615,8.929888162813619e-05,31646502946.112473
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,32,1000000000,512,20,No,0.005805738,20,0.4758721231660475,0.18454055921271922,2,16,0.032120300687500006,0.00012874693846441087,0.03211257171630859,0.00012941750029460885,31140452058.286667
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,32,1000000000,1024,20,No,0.005812953,20,0.5096930469569632,0.16805869872665977,2,16,0.0324885563125,0.00015133473849244605,0.03248084831237793,0.00016555445489635192,30787373235.535725
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,32,1000000000,2048,20,No,0.005814151,20,0.5258937856973573,0.161350476241977,2,16,0.0327079621875,0.0001576074104762933,0.03269994568824768,0.00016012347312200647,30581090547.786404
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,1,1,No,0.233356253,2,0.04814465530662261,0.699865483928378,2,21,0.02453462352380953,9.390594013339017e-05,0.02452722885495141,9.563257359240347e-05,40771014365.86163
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,2,1,No,0.233400797,2,0.04809086780489839,0.7104588480809042,2,21,0.024555843333333334,7.205773269022437e-05,0.02454856845310757,5.8569390109696724e-05,40735572907.649994
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,4,1,No,0.233351503,2,0.04808727417623851,0.7152076155682725,2,21,0.024582031238095242,0.0027847027188992214,0.024574832916259767,0.0027867035862695934,40692036580.983505
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,8,1,No,0.233356239,2,0.048094649832880455,0.7172727846747656,2,21,0.024572923523809524,4.0704092701863095e-05,0.024565676280430382,4.37227806852665e-05,40707204173.19121
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,16,1,No,0.233338028,2,0.04814212353217171,0.7179842094899738,2,21,0.024576443666666677,4.911461986154398e-05,0.024569404783703033,5.1109070439873404e-05,40701026695.74248
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,32,1,No,0.233352359,2,0.04834289598671184,0.7171460691210708,2,21,0.02460278390476191,3.7787195498688394e-05,0.02459569068182083,4.078051982082049e-05,40657528708.438354
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,64,1,No,0.233361165,2,0.10800026787953616,0.49029440650253464,2,19,0.026372420157894736,4.6716658701753554e-05,0.02636511662131862,4.352697902315066e-05,37928904861.7903
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,128,1,No,0.233375437,2,0.30875959161368877,0.22118709413181367,2,19,0.02727364173684211,4.22642039963548e-05,0.027266394665366726,4.3405151501905885e-05,36675182482.78646
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,256,1,No,0.233357231,2,0.4610654304866246,0.10614854274877397,2,18,0.02781699361111111,9.417367489644485e-05,0.027809628486633303,8.656264828105117e-05,35958768758.117355
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,512,1,No,0.233364639,2,0.5284059624182402,0.06402318869039876,2,18,0.028917970222222217,9.547244909994249e-05,0.028910437266031905,9.309090259288164e-05,34589584059.14331
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,1024,1,No,0.233361215,2,0.5585238857528773,0.05089500776282056,2,17,0.02963501782352941,8.880252952947883e-05,0.029627503114588113,8.656147808628055e-05,33752422407.39537
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,2048,1,No,1,2,0.5719246052864055,0.04643627580619756,2,17,0.030063494235294117,8.58272159421559e-05,0.030055977540857655,8.141394558733687e-05,33271251904.570885
