Benchmark,Device,Device Name,Key,Word,BlockBits,NumInputs,FilterSizeMB,PatternBitsPerWord,Skipped,HBWPeak,L2HitRate,Samples,Samples,CPU Time (sec),Noise,GPU Time (sec),Noise,Elem/s (elem/sec)
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,32,1000000000,2048,1,No,0.5584979588369682,0.12402291701260379,2,24,0.02169917408333334,0.00010553312706332299,0.02169192544619242,0.00010577473093543174,46100103122.72808
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,32,1000000000,1,20,No,0.04840917537768211,0.7084570467396997,2,24,0.021720148583333335,4.6282272072190896e-05,0.021713182687759403,4.6801486499884663e-05,46054971045.94161
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,32,1000000000,2,20,No,0.04833568632646481,0.7229107062587795,2,23,0.021749652869565216,4.338696525464539e-05,0.02174260728255562,3.880024464868169e-05,45992644166.56751
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,32,1000000000,4,20,No,0.04831218777244588,0.7349959703120069,2,23,0.021765180304347823,5.52832791360472e-05,0.021758082514223842,6.10035850736368e-05,45959932330.722305
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,32,1000000000,8,20,No,0.04829109234509152,0.7524184630090052,2,23,0.021774285869565216,8.879914336437129e-05,0.02176671451071034,7.518145580571337e-05,45941706062.61908
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,32,1000000000,16,20,No,0.048261848425593265,0.7844140409114527,2,23,0.021778191478260874,0.00025355465284071656,0.021771032996799635,0.0002517357353890577,45932593099.60171
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,32,1000000000,32,20,No,0.048363412684036836,0.8460322654251649,2,23,0.021794233565217393,0.00012189692358932629,0.021786941113679303,0.00011470802467964242,45899054611.76158
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,32,1000000000,64,20,No,0.11453323174154492,0.6256863391578044,2,23,0.02258442360869566,4.940599207731725e-05,0.0225773983001709,4.708093635243754e-05,44292083025.01491
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,32,1000000000,128,20,No,0.35514181082051766,0.33117685663403834,2,22,0.02304150095454545,0.0001296479185779335,0.02303404209830544,0.000128312277465613,43414004182.6861
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,32,1000000000,256,20,No,0.5215627288262925,0.2451346136432583,2,22,0.023279054363636364,8.85923014837637e-05,0.02327191006053578,8.287110032411344e-05,42970258882.86616
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,32,1000000000,512,20,No,0.504624892237695,0.251010291352199,2,22,0.023791076409090908,8.077647566332199e-05,0.023783954793756664,8.495468864241282e-05,42045152232.73557
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,32,1000000000,1024,20,No,0.45825535774315285,0.25486623798619995,2,21,0.024498876285714292,0.006067775526989951,0.02449146198091053,0.006075914847742486,40830555594.41219
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,32,1000000000,2048,20,No,0.4427029169288794,0.2445679105251396,2,20,0.025875091250000003,0.021979452902060884,0.025867721462249756,0.02198387583536762,38658217402.694595
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,1,1,No,0.04796204234084149,0.7252656766307186,2,23,0.021866924956521736,0.00011927936851515891,0.02185975232331649,0.00012094884861292943,45746172473.022934
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,2,1,No,0.047842137324202755,0.7574861296795568,2,23,0.021885880173913047,5.2707934410080604e-05,0.021878729612930962,4.559400839707969e-05,45706492913.051544
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,4,1,No,0.04760549626947084,0.8063591938125654,2,23,0.021894538652173917,5.73467790729686e-05,0.021887421151866083,5.284184413804377e-05,45688342772.84155
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,8,1,No,0.04725642865982526,0.8992298600090632,2,23,0.021901350304347825,0.00019707340162197464,0.021893424573151958,0.00014596521641067173,45675814519.50218
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,16,1,No,0.04656086280007577,1.081214476671081,2,23,0.021903771608695655,6.614467043630014e-05,0.021896662255992058,6.571966892548378e-05,45669060805.2078
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,32,1,No,0.046020024311028786,1.4201651850492647,2,23,0.021937129999999996,0.0030546669700183254,0.021929989524509592,0.0030575486275832087,45599656984.896
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,64,1,No,0.09810031214305956,1.1140835046405708,2,22,0.02319038031818182,5.331472902325618e-05,0.023183144742792306,5.3288102747405096e-05,43134786548.35653
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,128,1,No,0.3302005412535782,0.5903980885221877,2,22,0.02377399631818182,0.00010282735525350794,0.023766320055181332,7.961591982649671e-05,42076349964.07399
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,256,1,No,0.4684551938298128,0.39181624310486723,2,21,0.02436950014285714,0.00010796968741641407,0.02436215609595889,0.0001101663642015262,41047270038.87298
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,512,1,No,0.46412725074550193,0.30370668432389264,2,20,0.025469969500000002,9.442491369048676e-05,0.025462492656707764,9.241649668177098e-05,39273452661.617676
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,1024,1,No,0.4515011281195772,0.262078009949535,2,19,0.026332447684210527,0.0001027519676812969,0.026325072740253648,0.00011160451474350533,37986599690.22235
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,2048,1,No,0.4437698830471966,0.24220425020527014,2,19,0.02692947142105263,0.00013492717858190606,0.026921244771857006,0.0001101765094325361,37145384935.74348
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,1,20,No,0.011438092908506439,0.7077864133828968,2,11,0.09212502200000001,0.0010401561387685197,0.09211513311212714,0.00103756847296259,10855979535.770197
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,2,20,No,0.011447530152271523,0.7210359097990577,2,11,0.09207897627272729,1.6702165211576543e-05,0.09206929501620208,1.6064479949766576e-05,10861384349.951014
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,4,20,No,0.011446958571668662,0.7302905447340361,2,11,0.0920705400909091,2.33923524524427e-05,0.09206096787886185,2.321744406660834e-05,10862366788.450964
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,8,20,No,0.01146464159052832,0.7418803885044497,2,11,0.09206888018181819,3.279693037522295e-05,0.0920587026422674,3.015769255493685e-05,10862634072.586472
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,16,20,No,0.011464788899788273,0.7602826061855097,2,11,0.09206699736363638,2.350711788244341e-05,0.09205714902010831,1.8071468650281133e-05,10862817398.153044
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,32,20,No,0.01153046718807034,0.7960455601372632,2,11,0.09210387536363637,0.0010482985071186535,0.09209427712180399,0.0010503096556167854,10858438018.655588
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,64,20,No,0.02818905617125491,0.5708195966318068,2,11,0.09290592918181817,1.6386872744043814e-05,0.09289622774991123,1.8974703251547164e-05,10764699753.924675
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,128,20,No,0.08842239104606117,0.284187379036251,2,11,0.09312471527272727,1.903586444901177e-05,0.09311477244984019,1.517373226522928e-05,10739434503.14168
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,256,20,No,0.14055051799735083,0.1867170236440992,2,11,0.09325473918181819,4.590420427200168e-05,0.09324532734264027,4.860489496038392e-05,10724397977.878178
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,512,20,No,0.176345112747905,0.18695078565656015,2,11,0.09336737836363639,3.097993799856587e-05,0.09335788033225319,3.1771004207030155e-05,10711468559.923174
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,1024,20,No,0.20409247820316131,0.22672793477773123,2,11,0.09348002563636365,4.7711900595911964e-05,0.0934701163552024,4.3073994293236286e-05,10698606559.981474
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,64,1000000000,2048,20,No,0.21980979567447467,0.24301407795464638,2,11,0.09354617527272727,3.6090189278281804e-05,0.09353615986217152,3.496203013611316e-05,10691052545.598745
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,1,1,No,0.022847108021549423,0.7463089236202325,2,11,0.046028679,3.0702401846513576e-05,0.04602022656527432,3.578851021760578e-05,21729575767.76848
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,2,1,No,0.022841159121696163,0.7660317145261337,2,11,0.04601794627272727,3.7426004637765267e-05,0.04600960610129617,3.9284326641443066e-05,21734591637.197876
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,4,1,No,0.022839203236096926,0.7927785856719186,2,11,0.04601176090909091,4.692165071180882e-05,0.0460034529946067,3.911189451674485e-05,21737498707.265232
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,8,1,No,0.022806139650622514,0.8413973503034161,2,11,0.04601228363636364,4.873488046055264e-05,0.046003010489723904,4.950406045529464e-05,21737707801.174854
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,16,1,No,0.022731193439137785,0.936715143596262,2,11,0.04601207545454545,3.5060559787929294e-05,0.046003613558682536,2.9920578399366408e-05,21737422837.977562
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,32,1,No,0.022677190567695283,1.126457319693955,2,11,0.046028996272727274,2.1494885440816138e-05,0.046020654158158744,2.1814956353477877e-05,21729373871.203777
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,64,1,No,0.05153508215942636,0.936388838307484,2,11,0.048168019727272735,4.105801015072366e-05,0.04815895566073331,2.336714093137024e-05,20764569876.57139
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,128,1,No,0.16465341599920133,0.5740334620935138,2,11,0.049147951,3.748533567629181e-05,0.04913907796686346,4.2696142373094914e-05,20350402192.61627
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,256,1,No,0.2756732211179812,0.42626545918254033,2,11,0.04954266690909092,4.0998570015804587e-05,0.04953420257568359,3.798780176350197e-05,20188071029.7515
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,512,1,No,0.3332477404620071,0.34117638028223196,2,11,0.04982219781818182,4.5975327884887135e-05,0.049813772374933424,4.470291971046839e-05,20074769533.07808
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,1024,1,No,0.3567084171615768,0.2897324159460298,2,11,0.05005797381818182,3.417322345253767e-05,0.050049294905229046,3.376868419947504e-05,19980301458.66295
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,2048,1,No,0.36597207787711755,0.2621698053371174,2,11,0.05023999245454546,0.0018854067354381005,0.050230946627530186,0.001882859649122385,19908046077.95163
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,1,20,No,0.0032238066903603705,0.7373845812047526,2,11,0.3283495707272728,1.3797427748588232e-05,0.32833963567560365,1.3548637704359094e-05,3045626818.5300364
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,2,20,No,0.0032219713332335624,0.746017792322482,2,11,0.3283780103636364,0.00029205273887732234,0.32836779230291196,0.0002918065064377324,3045365664.478818
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,4,20,No,0.0032237253920233667,0.7513850438269385,2,11,0.3283763331818182,0.00028845564980990165,0.3283658419522372,0.00028864712725837935,3045383752.629958
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,8,20,No,0.0032233467265802437,0.7570457772478679,2,11,0.3283526318181818,1.9330482645320814e-05,0.32834216308593744,1.9316573670482374e-05,3045603374.849756
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,16,20,No,0.003231093108772498,0.766596367994017,2,11,0.3283769207272727,0.0003005320319290271,0.32836695723100146,0.00029955426650666277,3045373409.165875
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,32,20,No,0.0032491470989995564,0.7842744013247466,2,11,0.32839112572727275,0.0002982437092610835,0.3283802490234375,0.0002992356082225277,3045250142.095565
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,64,20,No,0.008010713071524803,0.5600576746209565,2,11,0.3298430340909091,9.62042899899703e-06,0.32983184537020604,7.4724707145739795e-06,3031847937.174143
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,128,20,No,0.024945439159067998,0.2752754150548145,2,11,0.3307645847272727,0.0002927135689556266,0.33075369817560374,0.0002937608801655123,3023397789.7023544
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,256,20,No,0.03914444368965527,0.16822886502261156,2,11,0.3309637138181818,0.0002878933667510187,0.33095322210138495,0.00028775107391651103,3021575054.1738424
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,512,20,No,0.048278929295036584,0.1498122275816759,2,11,0.3310260233636364,8.98783099100859e-06,0.3310159967595881,8.72230215644483e-06,3021002035.5188
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,1024,20,No,0.05541369014167385,0.18177347069260288,2,11,0.3310638329090909,7.48779190755975e-06,0.3310537747469815,7.103182936688073e-06,3020657295.825375
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,128,1000000000,2048,20,No,0.06157541321449433,0.2327994000010368,2,11,0.33110521972727275,0.000289047814726424,0.331095048384233,0.0002891903174882673,3020280746.812947
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,1,1,No,0.008732380110547755,0.7537458006131429,2,11,0.12075792372727273,2.1606351422010272e-05,0.12074810166792437,1.831581857089843e-05,8281703697.091255
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,2,1,No,0.008741336954087096,0.7674977790701579,2,11,0.12073412954545454,2.4150785632989248e-05,0.1207244977084073,2.285738365117115e-05,8283322929.330851
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,4,1,No,0.008743844467463582,0.783523090202761,2,11,0.12075415663636364,0.0007823941312284825,0.12074472600763494,0.0007849543621445377,8281935228.680447
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,8,1,No,0.008740211124584868,0.8112509179809305,2,11,0.12071925690909092,2.960625232225252e-05,0.12070941647616303,2.870284207837381e-05,8284357833.818823
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,16,1,No,0.008737922259164844,0.8650803035422798,2,11,0.12071598209090911,1.554466067534507e-05,0.12070614207874647,1.662560952137648e-05,8284582563.724209
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,32,1,No,0.008770415791478817,0.9712978368902994,2,11,0.12073046472727275,2.143169394877979e-05,0.12072014895352451,1.4680691114118393e-05,8283621323.10643
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,64,1,No,0.020841355572829706,0.7741243140936431,2,11,0.12376783272727274,0.00076691953321302,0.12375812669233843,0.0007658191072029694,8080277447.039828
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,128,1,No,0.06546674590811136,0.4714709425193736,2,11,0.12545819972727273,1.504248357375118e-05,0.1254484363902699,1.5263882449810598e-05,7971402663.712774
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,256,1,No,0.11002817739315422,0.38912570595573237,2,11,0.12597981818181817,2.317608156599899e-05,0.12597025021639738,2.346867598146743e-05,7938382263.130817
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,512,1,No,0.14000005284891323,0.3464424111286187,2,11,0.12625868390909092,0.0007376313281628054,0.12624907406893646,0.0007366068759440816,7920850171.574048
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,1024,1,No,0.15500213508829996,0.3008700065693893,2,11,0.12634505972727272,2.178771256032064e-05,0.12633517941561612,2.2782734097272035e-05,7915451615.501417
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,2048,1,No,0.16215381068095566,0.2730761949867489,2,11,0.12640970472727273,1.591475920865657e-05,0.12639980940385298,1.6047038167253243e-05,7911404334.518858
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,1,20,No,0.0008541309441831145,0.7479027526243811,2,11,1.245155909090909,0.00010475208572487013,1.245142256303267,0.00010498985115419482,803121085.1111295
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,2,20,No,0.0008553553334630288,0.7558353153676282,2,11,1.245138400090909,0.00011144430576945324,1.2451252774325285,0.00011128360830706237,803132036.6911341
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,4,20,No,0.0008554658676780423,0.7596376162640399,2,11,1.245108465090909,6.604954032382991e-05,1.2450959916548296,6.627339396411039e-05,803150927.0790616
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,8,20,No,0.0008561304074786308,0.7628630483232474,2,11,1.2451544240909092,0.00010574496010952687,1.2451411576704545,0.00010537165221313286,803121793.7337391
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,16,20,No,0.0008570388252631716,0.7682566035614152,2,11,1.2451193316363638,7.681708878621146e-05,1.2451063898259944,7.716042645844489e-05,803144219.7800877
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,32,20,No,0.0008778244775947997,0.7810835728966994,2,11,1.245176734909091,0.00011013338521205171,1.245163552024148,0.00011027921167280051,803107349.5320289
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,64,20,No,0.002133644796232738,0.5529377651175531,2,11,1.2477030083636365,0.00011148567349455805,1.2476899636008523,0.00011121767603652116,801481160.5232319
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,128,20,No,0.006630267966608547,0.2701460385210508,2,11,1.2498806511818181,0.00010115868170615933,1.2498670765269886,0.00010101668638485001,800085080.070038
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,256,20,No,0.010284518265800673,0.15649107106605253,2,11,1.2503966047272728,9.637874558477277e-05,1.2503839666193182,9.65656820020506e-05,799754336.8248035
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,512,20,No,0.012521327585067833,0.12776642928273102,2,11,1.2506233603636365,9.69396502340462e-05,1.2506106844815341,9.696374071514543e-05,799609352.7815734
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,1024,20,No,0.014041354044613631,0.1393902098116026,2,11,1.2507205350000001,0.00010138396182602733,1.2507073641690338,0.00010161264566521348,799547542.9733293
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,256,1000000000,2048,20,No,0.015551842543633907,0.18584545420586238,2,11,1.2507407990909092,0.00010329105625962407,1.2507278275923295,0.000103019564672664,799534461.4063761
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,1,1,No,0.0029682181693363955,0.8393451222194886,2,11,0.35659896336363645,0.0002701873165147379,0.3565880487615412,0.0002705820028008972,2804356465.3192387
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,2,1,No,0.0029694286039301694,0.851444221193286,2,11,0.35656401081818184,2.6933162804249148e-05,0.35655407714843756,2.709773901439737e-05,2804623657.644191
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,4,1,No,0.0029677124731808456,0.8603586746706668,2,11,0.356596345,0.00027216885583083154,0.35658619828657667,0.00027117440161305775,2804371018.2981696
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,8,1,No,0.0029739237050714156,0.8720855782286602,2,11,0.35659019309090917,0.0002691083606395885,0.35657972301136365,0.00026953656908432775,2804421944.0041785
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,16,1,No,0.002974924999405301,0.8938362441592043,2,11,0.35657612672727274,2.8493207503944366e-05,0.356565751509233,2.811896801119526e-05,2804531831.1343927
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,32,1,No,0.0029876513158304113,0.9352224498689092,2,11,0.3565896901818182,2.3538736601359278e-05,0.3565788047096946,2.4474563515670758e-05,2804429166.2656193
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,64,1,No,0.0073642357534111505,0.7720099910159552,2,11,0.36135379072727275,0.000271580388286087,0.36134392755681816,0.00027148491034970475,2767446534.2793365
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,128,1,No,0.02350642802128948,0.4757076801120034,2,11,0.3660632512727273,0.0002584297219225068,0.36605292302911924,0.0002586969547200305,2731845416.572321
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,256,1,No,0.039568693210311166,0.3977566017939067,2,11,0.3671618262727272,8.807622062344783e-06,0.3671514032537287,7.190115819874095e-06,2723672008.7078795
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,512,1,No,0.05345478064069172,0.4550122771395054,2,11,0.367655886,1.2474455203639012e-05,0.36764585460316046,9.036700391437689e-06,2720008909.33316
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,1024,1,No,0.06331531742733992,0.5033337117638906,2,11,0.3678950414545455,0.00025918168743461936,0.3678846380060369,0.00025917908190716156,2718243429.2991333
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,2048,1,No,0.06734349457422366,0.49495349753728557,2,11,0.3679891990909091,0.0002588192577861397,0.36797897061434653,0.000258734816223384,2717546598.7376523
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,1,20,No,0.00022104409250206733,0.8310606661465451,2,4,4.85941935825,inf,4.859399536132813,inf,205786742.28458604
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,2,20,No,0.0002213078811720604,0.8412418318180035,2,4,4.8592095870000005,inf,4.85918896484375,inf,205795659.98256162
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,4,20,No,0.00022428534082399014,0.8481086380376314,2,4,4.85933862325,inf,4.859317260742187,inf,205790226.5569022
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,8,20,No,0.00022464380173600214,0.8541028329316673,2,4,4.8593740895,inf,4.859352416992188,inf,205788737.71393883
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,16,20,No,0.0002251699190154656,0.8565995200896366,2,4,4.859387440000001,inf,4.859366943359375,inf,205788122.5385874
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,32,20,No,0.00022367231506505064,0.8534425834285763,2,4,4.85941449075,inf,4.8593944091796875,inf,205786959.40196583
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,64,20,No,0.0005578535886120229,0.6547944704821576,2,4,4.86099720475,inf,4.8609775390625,inf,205719938.42062938
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,128,20,No,0.0017196197843597266,0.3308629279184483,2,4,4.862968395,inf,4.862948486328126,inf,205636560.3730817
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,256,20,No,0.0026642562563480303,0.18699995926346744,2,4,4.86344884725,inf,4.863428588867187,inf,205616260.57162377
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,512,20,No,0.003238187206242486,0.14138952670533142,2,4,4.863489577,inf,4.863468994140625,inf,205614552.32978204
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,1024,20,No,0.0036297729299503926,0.14737329494308982,2,4,4.863354631750001,inf,4.863333984375,inf,205620260.34255853
bloom_filter_add_u32,0,NVIDIA B200,U64,U32,512,1000000000,2048,20,No,0.004028800746154378,0.19764451962788543,2,4,4.8634406075,inf,4.863419677734375,inf,205616637.31760246
